metric,event_start_rel_s,event_end_rel_s,duration_s,peak_abs_z,peak_signed_z,n_frames,video_id,trial_id,condition
au12_lip_corner_pull_proxy,0.6099999999999994,0.8900000000000006,0.28000000000000114,3.6040879947143263,3.6040879947143263,26,P2H42009,1,control
au12_lip_corner_pull_proxy,4.800000000000001,5.01,0.20999999999999908,5.040844658709275,-5.040844658709275,21,P2H42009,1,control
au09_nose_wrinkle_proxy,1.1999999999999993,1.4100000000000001,0.21000000000000085,5.94343610310311,5.94343610310311,21,P2H42009,1,control
au09_nose_wrinkle_proxy,1.8000000000000007,1.8900000000000006,0.08999999999999986,6.02502115140681,-6.02502115140681,9,P2H42009,1,control
au09_nose_wrinkle_proxy,4.91,5.01,0.09999999999999964,5.978569369953871,5.978569369953871,10,P2H42009,1,control
au24_lip_press_proxy,0.0,0.5499999999999989,0.5499999999999989,10.128968472134625,10.128968472134625,55,P2H42009,1,control
au24_lip_press_proxy,1.8800000000000008,2.0600000000000005,0.17999999999999972,5.98370259869726,-5.98370259869726,18,P2H42009,1,control
au24_lip_press_proxy,2.16,2.289999999999999,0.129999999999999,11.368454778908315,-11.368454778908315,13,P2H42009,1,control
au24_lip_press_proxy,2.5999999999999996,2.6899999999999995,0.08999999999999986,3.311093934514014,3.311093934514014,9,P2H42009,1,control
au24_lip_press_proxy,3.6799999999999997,4.279999999999999,0.5999999999999996,8.002256832590708,-8.002256832590708,60,P2H42009,1,control
au24_lip_press_proxy,4.399999999999999,4.549999999999999,0.15000000000000036,5.228708787724046,-5.228708787724046,15,P2H42009,1,control
au24_lip_press_proxy,4.620000000000001,4.700000000000001,0.08000000000000007,4.473007299104094,4.473007299104094,8,P2H42009,1,control
au24_lip_press_proxy,4.850000000000001,5.01,0.15999999999999837,5.844903044022707,-5.844903044022707,16,P2H42009,1,control
au45_blink_proxy,1.1400000000000006,1.8100000000000005,0.6699999999999999,115.02630212726555,-115.02630212726555,67,P2H42009,1,control
au06_cheek_raise_proxy,1.2800000000000011,1.5,0.21999999999999886,3.2100288744766172,-3.2100288744766172,22,P2H42009,2,sweat
au12_lip_corner_pull_proxy,0.4199999999999875,0.8299999999999841,0.4099999999999966,3.9365241205505024,-3.9365241205505024,41,P2H42009,2,sweat
au09_nose_wrinkle_proxy,0.0,0.3199999999999932,0.3199999999999932,4.797983586602473,4.797983586602473,32,P2H42009,2,sweat
au10_upper_lip_raise_proxy,4.340000000000003,4.989999999999981,0.6499999999999773,5.507475966706481,-5.507475966706481,65,P2H42009,2,sweat
